,OnAccelerometerValueChangedEvent_x,OnAccelerometerValueChangedEvent_y,OnAccelerometerValueChangedEvent_z,OnGyroscopeValueChangedEvent_x,OnGyroscopeValueChangedEvent_y,OnGyroscopeValueChangedEvent_z,onCompassValueChangedEvent_x,onCompassValueChangedEvent_y,onCompassValueChangedEvent_z,mac,patient,session,task
27-10-2021 15:02:36.1222690279636889,-0.0390625,0.9589844,0.12402344,3.09375,0.0,-0.5,0.0,0.0,0.0,C9:CE:E1:82:70:C3,9002208059,1,4
27-10-2021 15:02:36.1292690286193556,-0.9423828,-0.39746094,0.051757812,-5.21875,0.21875,1.03125,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9002208059,1,4
27-10-2021 15:02:36.1302690287139597,-0.9814453,-0.0048828125,-0.18457031,0.21875,1.5,-0.1875,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9002208059,1,4
27-10-2021 15:02:36.1322690289507983,-0.0390625,0.96191406,0.11035156,3.28125,-0.125,-0.5625,0.0,0.0,0.0,C9:CE:E1:82:70:C3,9002208059,1,4
27-10-2021 15:02:36.1372690294447254,-0.9501953,-0.41015625,0.061523438,-4.46875,0.21875,0.65625,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9002208059,1,4
27-10-2021 15:02:36.1402690297614806,-0.99121094,-0.16210938,0.07910156,-0.5,-0.0625,-0.1875,-5.6875,-50.3125,-17.5625,F9:C2:5B:8A:BB:96,9002208059,1,4
27-10-2021 15:02:36.1532690310110170,-0.984375,0.0,-0.19042969,0.34375,1.625,0.0,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9002208059,1,4
27-10-2021 15:02:36.1572690314472514,-0.0390625,0.95410156,0.1171875,3.46875,0.0,-0.5,0.0,0.0,0.0,C9:CE:E1:82:70:C3,9002208059,1,4
27-10-2021 15:02:36.1592690316457983,-0.9404297,-0.40039062,0.051757812,-3.4375,0.78125,0.71875,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9002208059,1,4
27-10-2021 15:02:36.1612690318502983,-1.0029297,-0.14550781,0.064453125,-1.0,-0.5,-0.125,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9002208059,1,4
27-10-2021 15:02:36.1642690320897045,-0.9892578,0.001953125,-0.19042969,0.34375,1.625,-0.1875,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9002208059,1,4
27-10-2021 15:02:36.1662690323636629,-0.052734375,0.9589844,0.119140625,3.53125,0.03125,-0.4375,0.0,0.0,0.0,C9:CE:E1:82:70:C3,9002208059,1,4
27-10-2021 15:02:36.1722690329515379,-0.9345703,-0.39746094,0.061523438,-1.3125,1.15625,0.71875,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9002208059,1,4
27-10-2021 15:02:36.1782690335311316,-1.0009766,-0.15039062,0.08300781,-0.5,-0.5625,-0.375,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9002208059,1,4
27-10-2021 15:02:36.1782690335653504,-0.03515625,0.9667969,0.11816406,3.21875,0.90625,-0.9375,0.0,0.0,0.0,C9:CE:E1:82:70:C3,9002208059,1,4
27-10-2021 15:02:36.1822690339022462,-0.9345703,-0.38867188,0.056640625,-0.4375,2.1875,0.90625,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9002208059,1,4
27-10-2021 15:02:36.1852690342310691,-0.99121094,-0.14453125,0.07421875,-0.125,-0.5,-0.375,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9002208059,1,4
27-10-2021 15:02:36.1892690346105639,-0.98046875,-0.0126953125,-0.19726562,0.53125,1.875,-0.3125,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9002208059,1,4
