,OnAccelerometerValueChangedEvent_x,OnAccelerometerValueChangedEvent_y,OnAccelerometerValueChangedEvent_z,OnGyroscopeValueChangedEvent_x,OnGyroscopeValueChangedEvent_y,OnGyroscopeValueChangedEvent_z,onCompassValueChangedEvent_x,onCompassValueChangedEvent_y,onCompassValueChangedEvent_z,mac,patient,session,task
29-09-2021 15:15:59.9071057330091522,-0.91015625,-0.45117188,0.040039062,-1.84375,-0.625,-0.6875,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9002210243,1,6
29-09-2021 15:15:59.9091057332076417,-0.96875,0.12402344,-0.20800781,-0.0625,2.0,0.46875,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9002210243,1,6
29-09-2021 15:15:59.9191057341386105,-0.90527344,-0.44335938,0.041015625,-1.46875,-0.5625,-0.75,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9002210243,1,6
29-09-2021 15:15:59.9251057347481209,-0.96191406,-0.16796875,-0.23925781,-1.65625,-1.125,-0.5625,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9002210243,1,6
29-09-2021 15:15:59.9431057365914647,-0.9628906,0.13867188,-0.1953125,-0.125,2.0,0.40625,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9002210243,1,6
29-09-2021 15:15:59.9441057366342824,-0.96191406,0.14160156,-0.21289062,-0.375,2.125,0.15625,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9002210243,1,6
29-09-2021 15:15:59.9451057367917251,-0.9482422,-0.16210938,-0.23730469,-1.46875,-1.34375,-0.5,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9002210243,1,6
29-09-2021 15:15:59.9461057368625897,-0.95703125,-0.17871094,-0.24707031,-2.09375,-0.8125,-0.5,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9002210243,1,6
29-09-2021 15:15:59.9521057375048449,-0.9121094,-0.44726562,0.03125,-1.53125,-0.8125,-0.8125,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9002210243,1,6
29-09-2021 15:15:59.9571057379251209,-0.92285156,-0.4404297,0.034179688,-2.28125,-0.9375,-0.5625,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9002210243,1,6
29-09-2021 15:15:59.9621057385093709,-0.9199219,-0.4423828,0.04296875,-2.9375,-0.5625,0.03125,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9002210243,1,6
29-09-2021 15:15:59.9681057390512928,-0.9736328,0.12695312,-0.19628906,-0.5,2.125,-0.125,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9002210243,1,6
29-09-2021 15:15:59.9691057391742772,-0.9628906,-0.15625,-0.25,-0.6875,-1.1875,-0.5,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9002210243,1,6
29-09-2021 15:15:59.9781057400282824,-0.95996094,0.123046875,-0.21191406,-0.1875,2.0,-0.125,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9002210243,1,6
29-09-2021 15:15:59.9861057408925532,-0.9091797,-0.43652344,0.052734375,-2.9375,-0.4375,0.15625,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9002210243,1,6
29-09-2021 15:15:59.9891057411866574,-0.9667969,0.12988281,-0.22167969,0.21875,2.0,-0.125,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9002210243,1,6
29-09-2021 15:15:59.9921057414459907,-0.9580078,-0.16113281,-0.25097656,-0.5,-1.3125,-0.4375,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9002210243,1,6
29-09-2021 15:15:59.9931057415156313,-0.9560547,-0.16210938,-0.2421875,-0.875,-1.3125,-1.0,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9002210243,1,6
29-09-2021 15:15:59.9961057419056469,-0.91796875,-0.4453125,0.030273438,-3.0,-0.5,0.03125,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9002210243,1,6
29-09-2021 15:16:00.0091057432120324,-0.9140625,-0.44726562,0.034179688,-3.125,-0.3125,0.53125,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9002210243,1,6
29-09-2021 15:16:00.0111057433214542,-0.96972656,0.13671875,-0.20898438,0.21875,2.0,-0.1875,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9002210243,1,6
29-09-2021 15:16:00.0131057435436001,-0.9472656,-0.17382812,-0.25683594,-1.1875,-1.46875,-1.1875,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9002210243,1,6
29-09-2021 15:16:00.0221057445105740,-0.95996094,0.13867188,-0.21289062,0.0,1.6875,-0.125,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9002210243,1,6
29-09-2021 15:16:00.0301057452541417,-0.9121094,-0.44433594,0.03125,-2.46875,0.15625,0.96875,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9002210243,1,6
29-09-2021 15:16:00.0401057462330115,-0.94921875,-0.19140625,-0.25585938,-1.0625,-1.40625,-0.6875,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9002210243,1,6
29-09-2021 15:16:00.0401057462926522,-0.94433594,-0.1640625,-0.2421875,-0.125,-1.34375,-0.125,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9002210243,1,6
