,OnAccelerometerValueChangedEvent_x,OnAccelerometerValueChangedEvent_y,OnAccelerometerValueChangedEvent_z,OnGyroscopeValueChangedEvent_x,OnGyroscopeValueChangedEvent_y,OnGyroscopeValueChangedEvent_z,onCompassValueChangedEvent_x,onCompassValueChangedEvent_y,onCompassValueChangedEvent_z,mac,patient,session,task
13-10-2021 14:32:57.5541062975420947,0.11035156,0.625,0.4560547,-44.5,14.875,1.4375,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9000576642,1,6
13-10-2021 14:32:57.5641062984893811,-0.92089844,-0.09277344,0.36914062,1.21875,0.71875,0.09375,0.0,0.0,0.0,C9:CE:E1:82:70:C3,9000576642,1,6
13-10-2021 14:32:57.5661062987026364,0.13476562,0.52441406,0.4404297,-19.53125,23.71875,8.15625,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9000576642,1,6
13-10-2021 14:32:57.5661062987347405,-0.9316406,-0.32617188,-0.16503906,-0.875,-0.6875,-0.375,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9000576642,1,6
13-10-2021 14:32:57.5701062990928447,-0.9189453,0.3173828,-0.13085938,-1.53125,1.75,-1.1875,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9000576642,1,6
13-10-2021 14:32:57.5811063002256989,-0.93359375,-0.31933594,-0.16699219,-0.375,-0.75,0.0,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9000576642,1,6
13-10-2021 14:32:57.5841063005544384,-0.9277344,0.33203125,-0.13378906,-0.0625,1.75,-0.9375,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9000576642,1,6
13-10-2021 14:32:57.5851063005899541,-0.92578125,-0.10253906,0.36523438,0.96875,0.96875,-0.1875,0.0,0.0,0.0,C9:CE:E1:82:70:C3,9000576642,1,6
13-10-2021 14:32:57.5891063009628395,0.16601562,0.6308594,0.5957031,47.46875,-0.6875,11.15625,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9000576642,1,6
13-10-2021 14:32:57.5891063010434541,-0.94140625,-0.32910156,-0.14941406,0.0,-0.8125,0.03125,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9000576642,1,6
13-10-2021 14:32:57.5941063015025791,-0.91308594,0.33984375,-0.14160156,0.0,1.3125,-0.9375,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9000576642,1,6
13-10-2021 14:32:57.5971063018175739,-0.9267578,-0.09082031,0.36621094,0.96875,1.375,-0.25,0.0,0.0,0.0,C9:CE:E1:82:70:C3,9000576642,1,6
13-10-2021 14:32:57.5991063020095999,0.15625,0.8359375,0.6074219,97.15625,-37.5,10.46875,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9000576642,1,6
13-10-2021 14:32:57.6111063031696884,-0.9375,-0.09667969,0.36523438,1.21875,2.0,-0.1875,0.0,0.0,0.0,C9:CE:E1:82:70:C3,9000576642,1,6
13-10-2021 14:32:57.6121063033204489,0.087890625,0.921875,0.24121094,59.375,-18.625,-2.625,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9000576642,1,6
13-10-2021 14:32:57.6131063034297093,-0.92871094,-0.31445312,-0.15332031,-0.0625,-0.8125,0.09375,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9000576642,1,6
13-10-2021 14:32:57.6161063036855947,-0.91015625,0.328125,-0.14550781,-0.9375,1.5625,-0.5,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9000576642,1,6
13-10-2021 14:32:57.6231063043858134,-0.93847656,-0.3125,-0.15136719,-0.3125,-0.9375,0.15625,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9000576642,1,6
13-10-2021 14:32:57.6441063064674384,-0.93066406,0.33398438,-0.13183594,-1.40625,1.375,-0.3125,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9000576642,1,6
13-10-2021 14:32:57.6441063065091884,-0.9238281,-0.095703125,0.37109375,1.625,1.75,-0.1875,0.0,0.0,0.0,C9:CE:E1:82:70:C3,9000576642,1,6
13-10-2021 14:32:57.6441063065451676,0.06933594,0.9638672,0.4580078,18.46875,-2.625,-13.5625,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9000576642,1,6
13-10-2021 14:32:57.6451063065788864,-0.9375,-0.31933594,-0.15332031,-0.75,-0.6875,0.0,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9000576642,1,6
13-10-2021 14:32:57.6451063066130426,-0.91503906,0.3564453,-0.15039062,-0.875,0.21875,0.21875,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9000576642,1,6
13-10-2021 14:32:57.6451063066466468,-0.9345703,-0.08300781,0.36914062,1.625,0.90625,0.0,0.0,0.0,0.0,C9:CE:E1:82:70:C3,9000576642,1,6
13-10-2021 14:32:57.6461063066793551,-0.01953125,0.88964844,0.56640625,10.1875,7.375,-17.65625,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9000576642,1,6
13-10-2021 14:32:57.6531063074240530,-0.9316406,-0.083984375,0.37402344,1.6875,0.46875,0.03125,0.0,0.0,0.0,C9:CE:E1:82:70:C3,9000576642,1,6
13-10-2021 14:32:57.6561063076801103,-0.0146484375,0.90234375,0.5097656,8.28125,-8.3125,-15.8125,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9000576642,1,6
