,OnAccelerometerValueChangedEvent_x,OnAccelerometerValueChangedEvent_y,OnAccelerometerValueChangedEvent_z,OnGyroscopeValueChangedEvent_x,OnGyroscopeValueChangedEvent_y,OnGyroscopeValueChangedEvent_z,onCompassValueChangedEvent_x,onCompassValueChangedEvent_y,onCompassValueChangedEvent_z,mac,patient,session,task
06-10-2021 15:17:46.2553364769331944,0.9121094,-0.043945312,0.39941406,0.90625,-0.4375,0.0,0.0,0.0,0.0,C9:CE:E1:82:70:C3,9000815039,1,1
06-10-2021 15:17:46.2553364769331944,0.9121094,-0.043945312,0.39941406,0.90625,-0.4375,0.0,0.0,0.0,0.0,C9:CE:E1:82:70:C3,9000815039,1,1
06-10-2021 15:17:46.2563364769742517,-0.078125,-0.6738281,0.76171875,-0.75,1.03125,0.65625,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9000815039,1,1
06-10-2021 15:17:46.2603364774013142,-0.9404297,0.33203125,-0.05078125,0.21875,1.5625,0.09375,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9000815039,1,1
06-10-2021 15:17:46.2623364775850486,-0.86816406,-0.5185547,-0.041992188,-0.5625,-0.625,-0.8125,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9000815039,1,1
06-10-2021 15:17:46.2633364776580434,0.90625,-0.056640625,0.390625,1.09375,-0.3125,0.09375,0.0,0.0,0.0,C9:CE:E1:82:70:C3,9000815039,1,1
06-10-2021 15:17:46.2633364776580434,0.90625,-0.056640625,0.390625,1.09375,-0.3125,0.09375,0.0,0.0,0.0,C9:CE:E1:82:70:C3,9000815039,1,1
06-10-2021 15:17:46.2673364780630798,-0.09472656,-0.671875,0.76660156,-1.125,1.28125,0.53125,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9000815039,1,1
06-10-2021 15:17:46.2733364787299965,-0.93359375,0.33496094,-0.05859375,0.09375,1.625,0.09375,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9000815039,1,1
06-10-2021 15:17:46.2753364788851423,-0.85839844,-0.5185547,-0.033203125,-0.6875,-0.75,-0.875,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9000815039,1,1
06-10-2021 15:17:46.2823364796361840,-0.93847656,0.33789062,-0.052734375,-0.125,1.5625,0.15625,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9000815039,1,1
06-10-2021 15:17:46.2853364798642621,-0.8486328,-0.53515625,-0.0390625,-0.875,-0.875,-1.0625,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9000815039,1,1
06-10-2021 15:17:46.2853364799209340,0.9160156,-0.0625,0.38671875,1.09375,-0.5625,0.03125,0.0,0.0,0.0,C9:CE:E1:82:70:C3,9000815039,1,1
06-10-2021 15:17:46.2853364799209340,0.9160156,-0.0625,0.38671875,1.09375,-0.5625,0.03125,0.0,0.0,0.0,C9:CE:E1:82:70:C3,9000815039,1,1
06-10-2021 15:17:46.2893364803458090,-0.0859375,-0.6748047,0.76171875,-1.65625,1.5,0.65625,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9000815039,1,1
06-10-2021 15:17:46.2973364811579704,0.9160156,-0.053710938,0.3779297,1.09375,-0.5,0.15625,0.0,0.0,0.0,C9:CE:E1:82:70:C3,9000815039,1,1
06-10-2021 15:17:46.2973364811579704,0.9160156,-0.053710938,0.3779297,1.09375,-0.5,0.15625,0.0,0.0,0.0,C9:CE:E1:82:70:C3,9000815039,1,1
06-10-2021 15:17:46.3003364814469913,-0.09277344,-0.6738281,0.7548828,-1.53125,1.75,0.46875,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9000815039,1,1
06-10-2021 15:17:46.3053364818856632,-0.9404297,0.33007812,-0.05078125,-0.3125,1.625,0.03125,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9000815039,1,1
06-10-2021 15:17:46.3073364821475225,-0.85839844,-0.5332031,-0.046875,-0.625,-0.9375,-0.875,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9000815039,1,1
06-10-2021 15:17:46.3083364822062829,0.9082031,-0.05078125,0.37890625,0.65625,-0.75,0.28125,0.0,0.0,0.0,C9:CE:E1:82:70:C3,9000815039,1,1
06-10-2021 15:17:46.3083364822062829,0.9082031,-0.05078125,0.37890625,0.65625,-0.75,0.28125,0.0,0.0,0.0,C9:CE:E1:82:70:C3,9000815039,1,1
06-10-2021 15:17:46.3123364825844392,-0.0859375,-0.6767578,0.76660156,-1.53125,2.0,0.34375,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9000815039,1,1
06-10-2021 15:17:46.3153364829316215,-0.9326172,0.32910156,-0.059570312,-0.625,1.375,-0.1875,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9000815039,1,1
06-10-2021 15:17:46.3193364833400225,-0.85839844,-0.53222656,-0.040039062,-0.5625,-0.9375,-0.8125,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9000815039,1,1
06-10-2021 15:17:46.3283364842429496,-0.9345703,0.328125,-0.060546875,-0.5625,1.4375,-0.25,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9000815039,1,1
06-10-2021 15:17:46.3303364844559236,-0.8515625,-0.5283203,-0.045898438,-0.25,-0.9375,-0.625,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9000815039,1,1
06-10-2021 15:17:46.3323364845667309,0.91796875,-0.0546875,0.37695312,0.71875,-0.8125,0.15625,0.0,0.0,0.0,C9:CE:E1:82:70:C3,9000815039,1,1
06-10-2021 15:17:46.3323364845667309,0.91796875,-0.0546875,0.37695312,0.71875,-0.8125,0.15625,0.0,0.0,0.0,C9:CE:E1:82:70:C3,9000815039,1,1
06-10-2021 15:17:46.3353364848638871,-0.09277344,-0.6796875,0.7753906,-1.53125,2.1875,0.21875,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9000815039,1,1
06-10-2021 15:17:46.3453364859218663,-0.099609375,-0.6796875,0.77441406,-2.28125,1.5625,0.0,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9000815039,1,1
06-10-2021 15:17:46.3493364862873038,-0.9277344,0.3330078,-0.061523438,-0.4375,1.375,-0.25,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9000815039,1,1
06-10-2021 15:17:46.3523364866152829,-0.8642578,-0.5283203,-0.048828125,-0.3125,-0.6875,-0.5,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9000815039,1,1
06-10-2021 15:17:46.3583364872408767,-0.08886719,-0.6816406,0.7558594,-3.1875,1.15625,-0.3125,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9000815039,1,1
06-10-2021 15:17:46.3643364877483350,-0.9394531,0.3251953,-0.068359375,-0.5,1.28125,-0.1875,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9000815039,1,1
06-10-2021 15:17:46.3643364878080121,0.9091797,-0.0546875,0.38085938,0.78125,-0.9375,0.15625,0.0,0.0,0.0,C9:CE:E1:82:70:C3,9000815039,1,1
06-10-2021 15:17:46.3643364878080121,0.9091797,-0.0546875,0.38085938,0.78125,-0.9375,0.15625,0.0,0.0,0.0,C9:CE:E1:82:70:C3,9000815039,1,1
06-10-2021 15:17:46.3643364878187777,0.9111328,-0.052734375,0.39160156,0.78125,-0.8125,0.21875,0.0,0.0,0.0,C9:CE:E1:82:70:C3,9000815039,1,1
06-10-2021 15:17:46.3643364878187777,0.9111328,-0.052734375,0.39160156,0.78125,-0.8125,0.21875,0.0,0.0,0.0,C9:CE:E1:82:70:C3,9000815039,1,1
06-10-2021 15:17:46.3653364879262465,-0.86816406,-0.5214844,-0.043945312,-0.9375,-0.8125,-0.5625,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9000815039,1,1
06-10-2021 15:17:46.3733364887408559,-0.9423828,0.3251953,-0.06738281,-0.375,1.09375,-0.125,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9000815039,1,1
06-10-2021 15:17:46.3743364888081996,-0.86328125,-0.5283203,-0.045898438,-0.9375,-0.9375,-0.625,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9000815039,1,1
06-10-2021 15:17:46.3753364888624132,0.91503906,-0.055664062,0.37890625,0.84375,-0.875,0.0,0.0,0.0,0.0,C9:CE:E1:82:70:C3,9000815039,1,1
06-10-2021 15:17:46.3753364888624132,0.91503906,-0.055664062,0.37890625,0.84375,-0.875,0.0,0.0,0.0,0.0,C9:CE:E1:82:70:C3,9000815039,1,1
