,OnAccelerometerValueChangedEvent_x,OnAccelerometerValueChangedEvent_y,OnAccelerometerValueChangedEvent_z,OnGyroscopeValueChangedEvent_x,OnGyroscopeValueChangedEvent_y,OnGyroscopeValueChangedEvent_z,onCompassValueChangedEvent_x,onCompassValueChangedEvent_y,onCompassValueChangedEvent_z,mac,patient,session,task
27-10-2021 15:27:24.7463243808524594,-0.8671875,-0.55566406,-0.03125,24.28125,20.5625,-6.5,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:24.7603243822708240,-0.8720703,-0.54589844,-0.052734375,18.78125,18.96875,-4.53125,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:24.7613243823057355,-1.0,0.024414062,-0.14257812,14.21875,-4.28125,-4.96875,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:24.7753243838020740,-0.84277344,-0.5332031,-0.057617188,13.03125,15.5625,-3.25,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:24.7763243838516834,-1.0146484,0.041015625,-0.13378906,18.59375,-7.71875,-4.15625,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:24.7903243852655897,-0.8017578,-0.52441406,-0.024414062,5.46875,10.59375,-3.25,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:24.7913243853718553,-0.96875,0.080078125,-0.08300781,20.625,-12.09375,-1.40625,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:24.8073243869746626,-0.8027344,-0.5566406,-0.0087890625,-0.3125,9.1875,-7.09375,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:24.8083243870292615,-0.99609375,0.06542969,-0.10546875,11.34375,-10.75,3.40625,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:24.8213243883957824,-0.81640625,-0.58691406,-0.001953125,-6.5,6.5,-9.15625,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:24.8223243884948449,-1.0146484,0.10253906,-0.09472656,0.59375,-11.375,5.65625,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:24.8513243913294907,-1.0,0.026367188,-0.059570312,-8.0625,-11.0,8.84375,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:24.8513243913654959,-0.82714844,-0.5839844,0.016601562,-8.6875,6.75,-8.9375,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:24.8523243913921105,-0.83203125,-0.57128906,-0.0009765625,-1.0625,10.84375,-5.25,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:24.8523243914169855,-0.9970703,-0.0009765625,-0.0625,-3.75,-9.46875,12.0625,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:24.8673243929764022,-0.8408203,-0.5449219,-0.001953125,11.03125,14.375,0.84375,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:24.8683243930152928,-1.0048828,0.026367188,-0.06738281,1.8125,-11.4375,18.71875,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:24.8843243946962980,-0.99316406,0.048828125,-0.06738281,5.34375,-11.5625,23.125,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:24.8853243947517407,-0.83984375,-0.5126953,0.0087890625,21.78125,18.0,5.90625,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:24.8963243958061990,-0.859375,-0.48046875,-0.0107421875,28.78125,20.90625,8.46875,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:24.8963243958423344,-0.9980469,0.029296875,-0.09472656,6.28125,-10.75,26.78125,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:24.9103243973017042,-0.87109375,-0.45507812,-0.02734375,33.375,22.09375,10.375,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:24.9113243973856001,-1.0019531,0.018554688,-0.08496094,9.875,-11.625,31.96875,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:24.9253243987143917,-0.8701172,-0.42578125,-0.045898438,32.46875,21.40625,12.625,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:24.9263243988248084,-1.0019531,0.018554688,-0.08691406,14.5625,-12.84375,37.34375,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:24.9413244003427511,-1.0253906,0.052734375,-0.044921875,17.0,-15.03125,43.625,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:24.9563244018619855,-1.0253906,0.08984375,-0.032226562,18.71875,-15.9375,50.875,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:24.9723244034374074,-1.0380859,0.09277344,-0.0126953125,20.5625,-14.125,58.46875,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:24.9723244034684751,-0.8671875,-0.42285156,-0.056640625,26.46875,20.5625,12.375,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:24.9863244048774751,-0.9248047,-0.46679688,-0.0078125,18.1875,16.53125,10.0625,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:24.9873244049081626,-1.0410156,0.0703125,-0.009765625,20.375,-13.8125,67.96875,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:25.0013244063819074,-0.9375,-0.5175781,0.03125,10.1875,12.375,10.59375,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:25.0023244064853865,-1.0839844,0.0009765625,-0.021484375,19.9375,-13.25,82.625,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:25.0173244079706001,-1.1787109,-0.046875,0.0048828125,25.125,-11.0,96.53125,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:25.0183244080109334,-0.8808594,-0.54785156,0.07714844,7.25,9.5,16.34375,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:25.0353244097550740,-0.8515625,-0.5546875,0.09277344,8.84375,12.25,17.0,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:25.0363244097938969,-1.3291016,0.021484375,0.016601562,26.71875,-10.875,114.0625,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:25.0493244111435896,-1.4150391,0.1640625,-0.08105469,24.65625,-15.8125,127.375,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:25.0603244122813865,-0.83984375,-0.55078125,0.07910156,11.71875,15.65625,11.53125,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:25.0613244123511469,-1.7089844,0.0,-0.1875,17.6875,-10.75,122.59375,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:25.0753244137803136,-0.84375,-0.53222656,0.09082031,17.1875,15.0625,8.15625,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:25.0793244141808501,-1.5410156,0.06640625,-0.21777344,3.84375,-16.96875,132.1875,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:25.0913244153218605,-0.8027344,-0.5205078,0.11035156,20.1875,12.625,6.875,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:25.1083244170701730,-0.7636719,-0.51171875,0.1015625,21.84375,10.84375,6.34375,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:25.1093244171098553,-1.3769531,0.080078125,-0.20605469,1.09375,-17.90625,130.40625,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:25.1093244171439230,-1.2177734,0.23242188,-0.40429688,20.75,-12.59375,130.125,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:25.1213244183078657,-0.79589844,-0.5097656,0.10546875,26.0,11.28125,5.21875,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:25.1213244183462251,-1.1396484,0.35742188,-0.3466797,26.15625,-4.34375,121.8125,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:25.1353244197871678,-0.85058594,-0.5234375,0.08984375,30.4375,12.9375,5.0,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:25.1363244198409074,-1.0664062,-0.54296875,0.12792969,11.28125,2.1875,94.34375,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:25.1513244213624855,-0.9033203,-0.5253906,0.0859375,32.21875,13.28125,8.21875,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:25.1523244214396886,-0.61621094,-1.2587891,-0.14941406,36.25,27.625,24.40625,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:25.1673244229591678,-0.95410156,-0.5263672,0.076171875,29.21875,12.25,12.0625,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:25.1683244229964438,-0.5625,-1.1679688,-0.22363281,79.28125,29.21875,-20.15625,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:25.1833244245422823,-0.98828125,-0.5332031,0.057617188,21.21875,10.59375,14.625,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:25.1843244246086521,-0.63671875,-0.7841797,-0.036132812,74.6875,13.40625,-39.5625,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:25.1953244257937042,-0.984375,-0.54003906,0.044921875,10.375,6.8125,15.96875,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:25.1963244258306834,-0.8066406,-0.65527344,0.1171875,52.71875,9.03125,-83.28125,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:25.2113244273650896,-0.9873047,-0.5527344,0.04296875,-1.90625,2.84375,18.0,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:25.2143244276836834,-0.91308594,-0.45507812,0.22363281,15.625,1.21875,-122.5625,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:25.2263244288403501,-0.96191406,-0.56933594,0.026367188,-13.9375,-2.6875,19.9375,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:25.2273244289525115,-1.0351562,-0.3310547,0.18554688,-9.40625,0.65625,-152.84375,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:25.2433244305371626,-0.9082031,-0.5625,0.033203125,-24.5625,-9.90625,22.03125,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:25.2443244306034073,-1.109375,-0.23925781,0.16308594,-16.6875,-0.0625,-173.65625,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:25.2863244348547303,-0.8486328,-0.5527344,0.07324219,-34.4375,-16.375,23.71875,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:25.2873244349260219,-1.1787109,-0.048828125,0.14160156,-7.09375,-4.84375,-176.53125,34.25,-49.6875,32.875,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:25.2883244350011626,-1.2685547,-0.0234375,0.10644531,12.1875,-4.03125,-180.875,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:25.2893244351246782,-1.2304688,0.056640625,0.09082031,31.46875,-0.9375,-184.46875,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:25.3003244362981886,-0.7841797,-0.5498047,0.0625,-43.53125,-22.65625,24.15625,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:25.3023244363988448,-1.2265625,0.19140625,0.068359375,54.125,-1.125,-181.78125,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:25.3203244382548188,-0.7558594,-0.55566406,0.08691406,-50.3125,-27.40625,24.65625,-15.125,-60.1875,-2.875,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:25.3223244384105948,-1.2412109,0.36523438,0.033203125,68.65625,-6.0625,-176.28125,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:25.3313244393260844,-0.71875,-0.57714844,0.09277344,-50.625,-28.65625,26.0,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:25.3323244394491678,-1.2021484,0.49316406,0.022460938,72.75,-9.84375,-165.40625,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:25.3483244410434542,-0.69433594,-0.59375,0.07714844,-42.8125,-27.34375,28.3125,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:25.3483244410905688,-1.1484375,0.4560547,0.0126953125,58.09375,-10.28125,-165.0625,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:25.3613244423344073,-0.69921875,-0.61328125,0.072265625,-32.59375,-23.9375,31.53125,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:25.3613244423823605,-1.1152344,0.5644531,-0.051757812,45.28125,-14.25,-155.65625,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:25.3813244443507980,-0.7236328,-0.63378906,0.060546875,-19.84375,-22.78125,31.28125,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:25.3823244444842615,-1.0869141,0.74609375,-0.078125,39.34375,-14.71875,-142.90625,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:25.3913244453382667,-0.75390625,-0.6738281,0.053710938,-6.59375,-22.0625,30.25,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:25.3923244453984750,-1.0224609,1.0175781,-0.16796875,29.46875,-22.59375,-119.09375,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:25.4073244469208865,-0.79589844,-0.7050781,0.0546875,5.28125,-20.65625,31.78125,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:25.4073244469632094,-0.984375,0.95214844,-0.19921875,10.65625,-18.25,-93.03125,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:25.4213244483282407,-0.8173828,-0.72753906,0.02734375,13.09375,-20.78125,34.90625,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:25.4213244483656261,-0.8466797,0.9580078,-0.35546875,-6.375,-7.875,-71.4375,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:25.4363244498404125,-0.8378906,-0.71191406,0.01953125,14.4375,-21.8125,35.6875,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:25.4363244498887198,-0.77441406,1.0683594,-0.42871094,-13.625,2.65625,-42.9375,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:25.4513244513168448,-0.84472656,-0.7080078,0.020507812,20.84375,-19.84375,34.46875,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:25.4523244514525011,-0.8408203,1.0654297,-0.4951172,-24.78125,15.625,-15.40625,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:25.4663244528331730,-0.84765625,-0.6669922,0.0068359375,19.5625,-17.71875,35.1875,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:25.4673244529302980,-0.9873047,1.2402344,-0.328125,-29.1875,16.90625,24.21875,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:25.4823244544351261,-0.81933594,-0.6308594,0.0029296875,19.8125,-16.25,32.15625,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:25.4833244545565011,-1.2333984,1.2978516,0.10058594,-27.84375,2.59375,62.96875,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:25.4963244558501261,-0.8222656,-0.60546875,0.013671875,17.6875,-13.8125,26.96875,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:25.4973244559339178,-1.5390625,-0.5917969,0.2705078,-39.8125,22.3125,63.21875,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:25.5133244575784698,-0.8300781,-0.59765625,0.017578125,13.21875,-11.375,20.75,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:25.5143244576330480,-1.6474609,-0.75097656,0.030273438,-31.875,33.5625,-0.625,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:25.5293244591381625,-0.8623047,-0.59472656,0.03125,9.4375,-10.15625,15.3125,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:25.5293244591747615,-0.85839844,0.44433594,0.05078125,-9.0625,9.09375,96.40625,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:25.5423244604203813,-0.89160156,-0.59472656,0.029296875,3.9375,-8.0625,11.8125,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:25.5463244608578709,-0.8769531,0.34277344,0.021484375,13.15625,21.78125,93.78125,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:25.5573244619806678,-0.94433594,-0.6142578,0.016601562,-1.71875,-4.78125,8.15625,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:25.5583244620479073,-1.0927734,0.099609375,-0.14550781,-1.46875,29.71875,58.625,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
27-10-2021 15:27:25.5733244635914542,-1.0087891,-0.6699219,-0.01953125,-7.28125,-0.3125,3.34375,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,4
27-10-2021 15:27:25.5743244636414542,-0.97265625,0.0546875,-0.2578125,17.5,27.8125,42.53125,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,4
