,OnAccelerometerValueChangedEvent_x,OnAccelerometerValueChangedEvent_y,OnAccelerometerValueChangedEvent_z,OnGyroscopeValueChangedEvent_x,OnGyroscopeValueChangedEvent_y,OnGyroscopeValueChangedEvent_z,onCompassValueChangedEvent_x,onCompassValueChangedEvent_y,onCompassValueChangedEvent_z,mac,patient,session,task
03-11-2021 15:25:31.329768044232726,-0.9941406,-0.36132812,-0.032226562,3.28125,-51.34375,-46.15625,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9001934268,1,6
03-11-2021 15:25:31.339768054496528,-1.0498047,-0.36621094,-0.06738281,8.78125,-50.0625,-47.1875,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9001934268,1,6
03-11-2021 15:25:31.350768065621893,-1.0488281,-0.44921875,-0.103515625,4.6875,-48.34375,-43.40625,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9001934268,1,6
03-11-2021 15:25:31.372768087751372,-1.1806641,-0.40820312,0.091796875,17.625,-53.84375,-51.09375,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9001934268,1,6
03-11-2021 15:25:31.384768099476424,-1.2285156,-0.5625,0.07421875,24.71875,-58.4375,-42.625,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9001934268,1,6
03-11-2021 15:25:31.395768110549393,-1.3369141,-0.51464844,0.1171875,29.28125,-62.15625,-59.59375,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9001934268,1,6
03-11-2021 15:25:31.420768135052309,-1.4091797,-0.5058594,0.109375,44.25,-60.0,-66.0,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9001934268,1,6
03-11-2021 15:25:31.428768143737830,-1.3886719,-0.36035156,0.060546875,45.03125,-64.96875,-75.09375,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9001934268,1,6
03-11-2021 15:25:31.440768155611788,-1.3115234,-0.3515625,0.09472656,40.875,-76.0625,-82.03125,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9001934268,1,6
03-11-2021 15:25:31.462768177767986,-1.3212891,-0.34277344,0.07421875,39.21875,-76.125,-89.5625,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9001934268,1,6
03-11-2021 15:25:31.474768188975643,-1.2724609,-0.33203125,0.0107421875,26.28125,-94.875,-90.28125,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9001934268,1,6
03-11-2021 15:25:31.485768200916476,-1.1875,-0.3701172,-0.0048828125,11.09375,-106.46875,-91.875,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9001934268,1,6
03-11-2021 15:25:31.507768222607205,-1.1230469,-0.47558594,-0.07910156,6.625,-110.0,-91.9375,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9001934268,1,6
03-11-2021 15:25:31.519768234304861,-1.0966797,-0.52246094,-0.0107421875,21.84375,-107.9375,-96.34375,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9001934268,1,6
