,OnAccelerometerValueChangedEvent_x,OnAccelerometerValueChangedEvent_y,OnAccelerometerValueChangedEvent_z,OnGyroscopeValueChangedEvent_x,OnGyroscopeValueChangedEvent_y,OnGyroscopeValueChangedEvent_z,onCompassValueChangedEvent_x,onCompassValueChangedEvent_y,onCompassValueChangedEvent_z,mac,patient,session,task
27-10-2021 15:25:03.8963102958368919,-0.7402344,-0.94140625,-0.20996094,74.5,48.15625,-78.6875,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,1
27-10-2021 15:25:03.9203102982464648,-0.9169922,0.06347656,0.5029297,61.03125,23.78125,191.875,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9001673389,1,1
27-10-2021 15:25:03.9243102986667200,-0.051757812,0.94140625,0.009765625,-3.25,-22.28125,-1.96875,0.0,0.0,0.0,C9:CE:E1:82:70:C3,9001673389,1,1
27-10-2021 15:25:03.9413103003678242,-0.07324219,0.94628906,0.022460938,-1.125,-20.875,-1.125,0.0,0.0,0.0,C9:CE:E1:82:70:C3,9001673389,1,1
27-10-2021 15:25:03.9423103004192617,-0.80078125,-0.9189453,-0.20214844,93.25,61.4375,-89.8125,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,1
27-10-2021 15:25:03.9423103004794857,-0.85839844,-0.9111328,-0.19140625,112.21875,68.96875,-96.15625,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,1
27-10-2021 15:25:03.9433103005357825,-0.87597656,-0.87597656,-0.19238281,118.6875,74.6875,-94.75,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,1
27-10-2021 15:25:03.9473103010169596,-0.99121094,0.053710938,0.52246094,26.34375,25.375,202.3125,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9001673389,1,1
27-10-2021 15:25:03.9483103010529179,-1.0458984,-0.005859375,0.5,-16.8125,27.34375,209.34375,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9001673389,1,1
27-10-2021 15:25:03.9563103018499388,-0.087890625,0.9248047,0.038085938,0.09375,-17.21875,0.09375,0.0,0.0,0.0,C9:CE:E1:82:70:C3,9001673389,1,1
27-10-2021 15:25:03.9583103020861732,-0.9970703,0.017578125,-0.08203125,1.5625,4.5625,11.53125,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,1
27-10-2021 15:25:03.9593103021435273,-0.86035156,-0.8173828,-0.16210938,105.5,69.0625,-95.53125,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,1
27-10-2021 15:25:03.9593103021838034,-0.99121094,0.0,-0.08984375,0.0,4.6875,13.84375,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,1
27-10-2021 15:25:03.9603103022243607,-0.9814453,-0.0107421875,-0.12597656,-1.25,3.84375,16.84375,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,1
27-10-2021 15:25:03.9633103025492252,-1.0996094,-0.08886719,0.484375,-57.75,26.21875,213.71875,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9001673389,1,1
27-10-2021 15:25:03.9723103034511784,-1.0048828,0.015625,-0.12109375,-0.4375,2.84375,20.625,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,1
27-10-2021 15:25:03.9863103048939492,-1.1767578,-0.2685547,0.43164062,-89.5,22.5625,214.21875,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9001673389,1,1
27-10-2021 15:25:03.9873103049524804,-0.095703125,0.9199219,0.048828125,0.59375,-13.625,1.3125,0.0,0.0,0.0,C9:CE:E1:82:70:C3,9001673389,1,1
27-10-2021 15:25:03.9873103049851992,-0.10253906,0.9042969,0.056640625,0.84375,-11.84375,2.65625,0.0,0.0,0.0,C9:CE:E1:82:70:C3,9001673389,1,1
27-10-2021 15:25:03.9903103053017929,-0.9951172,0.018554688,-0.12695312,-2.09375,1.5625,24.21875,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,1
27-10-2021 15:25:03.9913103053432565,-0.82128906,-0.7402344,-0.16699219,76.40625,60.46875,-106.15625,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,1
27-10-2021 15:25:03.9923103054971211,-1.265625,-0.50683594,0.36816406,-112.1875,15.5625,211.34375,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9001673389,1,1
27-10-2021 15:25:03.9983103060131159,-0.10253906,0.9082031,0.060546875,0.21875,-10.4375,4.0,0.0,0.0,0.0,C9:CE:E1:82:70:C3,9001673389,1,1
27-10-2021 15:25:04.0033103065289023,-0.828125,-0.67578125,-0.13867188,48.75,51.5,-114.53125,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,1
27-10-2021 15:25:04.0033103065638919,-0.98535156,0.0107421875,-0.12109375,-6.78125,-0.875,28.1875,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,1
27-10-2021 15:25:04.0083103070560221,-1.3691406,-0.7841797,0.28515625,-118.96875,7.4375,199.875,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9001673389,1,1
27-10-2021 15:25:04.0163103078490221,-0.83203125,-0.62890625,-0.11230469,20.8125,34.21875,-116.21875,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,1
27-10-2021 15:25:04.0173103079169544,-1.0097656,0.0234375,-0.123046875,-10.8125,-3.75,33.3125,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,1
27-10-2021 15:25:04.0243103086029857,-1.4941406,-1.1289062,0.2890625,-98.09375,-9.84375,183.28125,0.0,0.0,0.0,F9:C2:5B:8A:BB:96,9001673389,1,1
27-10-2021 15:25:04.0283103090751836,-0.119140625,0.9189453,0.087890625,0.46875,-7.53125,3.90625,0.0,0.0,0.0,C9:CE:E1:82:70:C3,9001673389,1,1
27-10-2021 15:25:04.0293103091090846,-0.12792969,0.94628906,0.09375,1.9375,-4.40625,2.4375,0.0,0.0,0.0,C9:CE:E1:82:70:C3,9001673389,1,1
27-10-2021 15:25:04.0303103092380013,-0.81152344,-0.5966797,-0.10546875,-6.375,21.15625,-109.34375,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,1
