,OnAccelerometerValueChangedEvent_x,OnAccelerometerValueChangedEvent_y,OnAccelerometerValueChangedEvent_z,OnGyroscopeValueChangedEvent_x,OnGyroscopeValueChangedEvent_y,OnGyroscopeValueChangedEvent_z,onCompassValueChangedEvent_x,onCompassValueChangedEvent_y,onCompassValueChangedEvent_z,mac,patient,session,task
27-10-2021 15:26:33.6713192733660187,-0.94140625,-0.38671875,0.09277344,41.25,11.40625,11.15625,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,3
27-10-2021 15:26:33.6873192749675499,-0.984375,0.001953125,-0.091796875,-0.3125,-3.125,-4.53125,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,3
27-10-2021 15:26:33.7013192763424926,-0.9814453,-0.001953125,-0.11621094,0.78125,-3.1875,-4.15625,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,3
27-10-2021 15:26:33.7013192763730187,-0.93066406,-0.4169922,0.11230469,33.3125,8.03125,9.5,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,3
27-10-2021 15:26:33.7153192777558781,-0.90625,-0.4453125,0.14453125,19.53125,3.34375,6.46875,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,3
27-10-2021 15:26:33.7163192778397583,-0.9814453,0.0048828125,-0.111328125,-0.125,-3.125,-3.5625,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,3
27-10-2021 15:26:33.7313192793221749,-0.8847656,-0.45507812,0.14453125,5.53125,-0.25,5.34375,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,3
27-10-2021 15:26:33.7313192793854249,-0.9785156,0.015625,-0.08984375,-0.375,-3.25,-2.9375,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,3
27-10-2021 15:26:33.7453192807604197,-0.87109375,-0.43164062,0.1484375,-3.5,-3.90625,5.90625,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,3
27-10-2021 15:26:33.7463192808196281,-0.9794922,0.0078125,-0.08984375,-0.125,-2.28125,-2.21875,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,3
27-10-2021 15:26:33.7613192823234354,-0.8671875,-0.3857422,0.171875,-10.09375,-6.59375,6.875,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,3
27-10-2021 15:26:33.7623192824531437,-1.0078125,-0.0009765625,-0.08691406,2.125,-1.0,-1.78125,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,3
27-10-2021 15:26:33.7773192839804197,-0.8769531,-0.359375,0.17773438,-17.28125,-8.0625,6.8125,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,3
27-10-2021 15:26:33.7783192840216020,-1.0019531,0.015625,-0.08105469,3.28125,-0.6875,-1.125,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,3
27-10-2021 15:26:33.7963192858119614,-0.8769531,-0.3466797,0.15039062,-26.6875,-10.9375,5.53125,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,3
27-10-2021 15:26:33.7963192858441749,-0.9863281,0.0087890625,-0.06933594,4.4375,0.0,-0.5625,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,3
27-10-2021 15:26:33.8063192868575551,-0.875,-0.35546875,0.10644531,-40.375,-15.625,2.375,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,3
27-10-2021 15:26:33.8073192868907635,-0.99121094,-0.0009765625,-0.07519531,6.46875,0.65625,0.09375,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,3
27-10-2021 15:26:33.8243192886244353,-0.86621094,-0.3798828,0.08105469,-60.9375,-21.1875,-2.875,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,3
27-10-2021 15:26:33.8353192897813416,-0.8515625,-0.39941406,0.0390625,-87.90625,-22.96875,-8.75,0.0,0.0,0.0,E8:43:CA:7C:8C:39,9001673389,1,3
27-10-2021 15:26:33.8383192900547791,-1.0107422,0.0048828125,-0.08691406,7.375,1.03125,0.96875,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,3
27-10-2021 15:26:33.8383192900664249,-1.0175781,0.0126953125,-0.08691406,6.6875,0.84375,1.09375,0.0,0.0,0.0,CD:98:11:6E:DB:A3,9001673389,1,3
